dataset,comparison,LPIPS
places_365_val,rpip,0.683646
places_365_val,rpip,0.464893
places_365_val,rpip,0.838417
places_365_val,rpip,0.701468
places_365_val,rpip,0.453424
places_365_val,rpip,0.472900
places_365_val,rpip,0.615145
places_365_val,rpip,0.371684
places_365_val,rpip,0.693740
places_365_val,rpip,0.691525
places_365_val,rpip,0.683100
places_365_val,rpip,0.721487
places_365_val,rpip,0.578094
places_365_val,rpip,0.446164
places_365_val,rpip,0.301536
places_365_val,rpip,0.502535
places_365_val,rpip,0.367516
places_365_val,rpip,0.640113
places_365_val,rpip,0.378245
places_365_val,rpip,0.363748
places_365_val,rpip,0.641374
places_365_val,rpip,0.215186
places_365_val,rpip,0.570576
places_365_val,rpip,0.296007
places_365_val,rpip,0.556887
places_365_val,rpip,0.692252
places_365_val,rpip,0.672172
places_365_val,rpip,0.801335
places_365_val,rpip,0.474550
places_365_val,rpip,0.288789
places_365_val,rpip,0.667490
places_365_val,rpip,0.486051
places_365_val,rpip,0.193088
places_365_val,rpip,0.299971
places_365_val,rpip,0.386771
places_365_val,rpip,0.519834
places_365_val,rpip,0.455912
places_365_val,rpip,0.234312
places_365_val,rpip,0.636646
places_365_val,rpip,0.685657
places_365_val,rpip,0.511783
places_365_val,rpip,0.461655
places_365_val,rpip,0.681889
places_365_val,rpip,0.669323
places_365_val,rpip,0.379428
places_365_val,rpip,0.256962
places_365_val,rpip,0.437947
places_365_val,rpip,0.705982
places_365_val,rpip,0.300890
places_365_val,rpip,0.522456
places_365_val,rpip,0.510542
places_365_val,rpip,0.632546
places_365_val,rpip,0.686080
places_365_val,rpip,0.313787
places_365_val,rpip,0.588320
places_365_val,rpip,0.294701
places_365_val,rpip,0.423607
places_365_val,rpip,0.525448
places_365_val,rpip,0.497424
places_365_val,rpip,0.320200
places_365_val,rpip,0.478516
places_365_val,rpip,0.457088
places_365_val,rpip,0.640146
places_365_val,rpip,0.667082
places_365_val,rpip,0.485548
places_365_val,rpip,0.532224
places_365_val,rpip,0.701150
places_365_val,rpip,0.360650
places_365_val,rpip,0.747634
places_365_val,rpip,0.754704
places_365_val,rpip,0.710385
places_365_val,rpip,0.501921
places_365_val,rpip,0.630987
places_365_val,rpip,0.504137
places_365_val,rpip,0.642446
places_365_val,rpip,0.666651
places_365_val,rpip,0.458175
places_365_val,rpip,0.709527
places_365_val,rpip,0.630063
places_365_val,rpip,0.464914
places_365_val,rpip,0.673079
places_365_val,rpip,0.494698
places_365_val,rpip,0.398405
places_365_val,rpip,0.692138
places_365_val,rpip,0.687540
places_365_val,rpip,0.383647
places_365_val,rpip,0.418865
places_365_val,rpip,0.759195
places_365_val,rpip,0.473972
places_365_val,rpip,0.212264
places_365_val,rpip,0.793312
places_365_val,rpip,0.282044
places_365_val,rpip,0.594633
places_365_val,rpip,0.779070
places_365_val,rpip,0.265582
places_365_val,rpip,0.428844
places_365_val,rpip,0.524647
places_365_val,rpip,0.652019
places_365_val,rpip,0.190451
places_365_val,rpip,0.486968
places_365_val,rpip,0.753882
places_365_val,rpip,0.566179
places_365_val,rpip,0.575519
places_365_val,rpip,0.692146
places_365_val,rpip,0.352921
places_365_val,rpip,0.525292
places_365_val,rpip,0.379120
places_365_val,rpip,0.628253
places_365_val,rpip,0.638354
places_365_val,rpip,0.632495
places_365_val,rpip,0.511191
places_365_val,rpip,0.494715
places_365_val,rpip,0.423772
places_365_val,rpip,0.302473
places_365_val,rpip,0.565536
places_365_val,rpip,0.314706
places_365_val,rpip,0.625649
places_365_val,rpip,0.749027
places_365_val,rpip,0.321231
places_365_val,rpip,0.312950
places_365_val,rpip,0.727705
places_365_val,rpip,0.398651
places_365_val,rpip,0.662372
places_365_val,rpip,0.321387
places_365_val,rpip,0.604533
places_365_val,rpip,0.398580
places_365_val,rpip,0.762962
places_365_val,rpip,0.383225
places_365_val,rpip,0.306775
places_365_val,rpip,0.320882
places_365_val,rpip,0.683793
places_365_val,rpip,0.399223
places_365_val,rpip,0.327783
places_365_val,rpip,0.704605
places_365_val,rpip,0.453131
places_365_val,rpip,0.642899
places_365_val,rpip,0.484290
places_365_val,rpip,0.393337
places_365_val,rpip,0.367008
places_365_val,rpip,0.510895
coco_val2017,base,0.721535
coco_val2017,base,0.533352
coco_val2017,base,0.662390
coco_val2017,base,0.409386
coco_val2017,base,0.573419
coco_val2017,base,0.460092
coco_val2017,base,0.630113
coco_val2017,base,0.573361
coco_val2017,base,0.302631
coco_val2017,base,0.304426
coco_val2017,base,0.136140
coco_val2017,base,0.556380
coco_val2017,base,0.530597
coco_val2017,base,0.357475
coco_val2017,base,0.473130
coco_val2017,base,0.693512
coco_val2017,base,0.442584
coco_val2017,base,0.358629
coco_val2017,base,0.593849
coco_val2017,base,0.435363
coco_val2017,base,0.583325
coco_val2017,base,0.172196
coco_val2017,base,0.577791
coco_val2017,base,0.643244
coco_val2017,base,0.354010
coco_val2017,base,0.410227
coco_val2017,base,0.549502
coco_val2017,base,0.408959
coco_val2017,base,0.174956
coco_val2017,base,0.268364
coco_val2017,base,0.410439
coco_val2017,base,0.459088
coco_val2017,base,0.188904
coco_val2017,base,0.668307
coco_val2017,base,0.624639
coco_val2017,base,0.544856
coco_val2017,base,0.389512
coco_val2017,base,0.635746
coco_val2017,base,0.418109
coco_val2017,base,0.142782
coco_val2017,base,0.276374
coco_val2017,base,0.423060
coco_val2017,base,0.256701
coco_val2017,base,0.331592
coco_val2017,base,0.525000
coco_val2017,base,0.447071
coco_val2017,base,0.439644
coco_val2017,base,0.555273
coco_val2017,base,0.447691
coco_val2017,base,0.335035
coco_val2017,base,0.305233
coco_val2017,base,0.562953
coco_val2017,base,0.405636
coco_val2017,base,0.166349
coco_val2017,base,0.163602
coco_val2017,base,0.551435
coco_val2017,base,0.569427
coco_val2017,base,0.744088
coco_val2017,base,0.709259
coco_val2017,base,0.660101
coco_val2017,base,0.260078
coco_val2017,base,0.276743
coco_val2017,base,0.652251
coco_val2017,base,0.472325
coco_val2017,base,0.694162
coco_val2017,base,0.225642
coco_val2017,base,0.301977
coco_val2017,base,0.248105
coco_val2017,base,0.474253
coco_val2017,base,0.215446
coco_val2017,base,0.220125
coco_val2017,base,0.609852
coco_val2017,base,0.726743
coco_val2017,base,0.368526
coco_val2017,base,0.322664
coco_val2017,base,0.256686
coco_val2017,base,0.642515
coco_val2017,base,0.250780
coco_val2017,base,0.826729
coco_val2017,base,0.325433
coco_val2017,base,0.499363
coco_val2017,base,0.205230
coco_val2017,base,0.403286
coco_val2017,base,0.548754
coco_val2017,base,0.207841
coco_val2017,base,0.509191
coco_val2017,base,0.602147
coco_val2017,base,0.654652
coco_val2017,base,0.259975
coco_val2017,base,0.137630
coco_val2017,base,0.387413
coco_val2017,base,0.417616
coco_val2017,base,0.646782
coco_val2017,base,0.565232
coco_val2017,base,0.742437
coco_val2017,base,0.335919
coco_val2017,base,0.235328
coco_val2017,base,0.670819
coco_val2017,base,0.318591
coco_val2017,base,0.480671
coco_val2017,base,0.693200
coco_val2017,base,0.573419
coco_val2017,base,0.738494
coco_val2017,base,0.485738
coco_val2017,base,0.260257
coco_val2017,base,0.307905
coco_val2017,base,0.714486
coco_val2017,base,0.267905
coco_val2017,base,0.571577
coco_val2017,base,0.440448
coco_val2017,base,0.517101
coco_val2017,base,0.176861
coco_val2017,base,0.289899
coco_val2017,base,0.694556
coco_val2017,base,0.262900
coco_val2017,base,0.214707
coco_val2017,base,0.556165
coco_val2017,base,0.469299
coco_val2017,base,0.266961
coco_val2017,base,0.441413
coco_val2017,base,0.298795
coco_val2017,base,0.397561
coco_val2017,base,0.566763
coco_val2017,base,0.638901
coco_val2017,base,0.578596
coco_val2017,base,0.431343
coco_val2017,base,0.599740
coco_val2017,base,0.600769
coco_val2017,base,0.131989
coco_val2017,base,0.468668
coco_val2017,base,0.243517
coco_val2017,base,0.666996
coco_val2017,base,0.399714
coco_val2017,base,0.453312
coco_val2017,base,0.296192
coco_val2017,base,0.299135
coco_val2017,base,0.758479
coco_val2017,base,0.325770
coco_val2017,base,0.380047
coco_val2017,base,0.673790
coco_val2017,base,0.187845
coco_val2017,base,0.201913
coco_val2017,base,0.439785
coco_val2017,base,0.413799
coco_val2017,base,0.392307
coco_val2017,base,0.422740
coco_val2017,base,0.229734
coco_val2017,base,0.313962
coco_val2017,base,0.285576
coco_val2017,base,0.647736
coco_val2017,base,0.472704
coco_val2017,base,0.679485
coco_val2017,base,0.337662
coco_val2017,base,0.408139
coco_val2017,base,0.636749
coco_val2017,base,0.705407
coco_val2017,base,0.283324
coco_val2017,base,0.182204
coco_val2017,base,0.601920
coco_val2017,base,0.516112
coco_val2017,base,0.336524
coco_val2017,base,0.607780
coco_val2017,base,0.404543
coco_val2017,base,0.683100
coco_val2017,base,0.658997
coco_val2017,base,0.759566
coco_val2017,base,0.285680
coco_val2017,base,0.523077
coco_val2017,base,0.338428
coco_val2017,base,0.693493
coco_val2017,base,0.262360
coco_val2017,base,0.181290
coco_val2017,base,0.441689
coco_val2017,base,0.660637
coco_val2017,base,0.685578
coco_val2017,base,0.653619
coco_val2017,base,0.352279
coco_val2017,base,0.448581
coco_val2017,base,0.356193
coco_val2017,base,0.311260
coco_val2017,base,0.300056
coco_val2017,base,0.181624
coco_val2017,base,0.695604
coco_val2017,base,0.121046
coco_val2017,base,0.251983
coco_val2017,base,0.215686
coco_val2017,base,0.240893
coco_val2017,base,0.327114
coco_val2017,base,0.571063
coco_val2017,base,0.679889
coco_val2017,base,0.201274
coco_val2017,base,0.230209
coco_val2017,base,0.261036
coco_val2017,base,0.404029
coco_val2017,base,0.879173
coco_val2017,base,0.400874
coco_val2017,base,0.624724
coco_val2017,base,0.590200
coco_val2017,base,0.334663
coco_val2017,base,0.215716
coco_val2017,base,0.494878
coco_val2017,base,0.306074
coco_val2017,base,0.177099
coco_val2017,base,0.418601
coco_val2017,base,0.482106
coco_val2017,base,0.159785
coco_val2017,base,0.255007
coco_val2017,base,0.356321
coco_val2017,base,0.339087
coco_val2017,base,0.616223
coco_val2017,base,0.160039
coco_val2017,base,0.231136
coco_val2017,base,0.425211
coco_val2017,base,0.516013
coco_val2017,base,0.728425
coco_val2017,base,0.498159
coco_val2017,base,0.379226
coco_val2017,base,0.445440
coco_val2017,base,0.466322
coco_val2017,base,0.721833
coco_val2017,base,0.742687
coco_val2017,base,0.455724
coco_val2017,base,0.529179
coco_val2017,base,0.558515
coco_val2017,base,0.545746
coco_val2017,base,0.263590
coco_val2017,base,0.213641
coco_val2017,base,0.500125
coco_val2017,base,0.651315
coco_val2017,base,0.262125
coco_val2017,base,0.178561
coco_val2017,base,0.550217
coco_val2017,base,0.284695
coco_val2017,base,0.183094
coco_val2017,base,0.366222
coco_val2017,base,0.471090
coco_val2017,base,0.550006
coco_val2017,base,0.352265
coco_val2017,base,0.390238
coco_val2017,base,0.661142
coco_val2017,base,0.500907
coco_val2017,base,0.555457
coco_val2017,base,0.398509
coco_val2017,base,0.474916
coco_val2017,base,0.512321
coco_val2017,base,0.626012
coco_val2017,base,0.595576
coco_val2017,base,0.268169
coco_val2017,base,0.588335
coco_val2017,base,0.735973
coco_val2017,base,0.674673
coco_val2017,base,0.205770
coco_val2017,base,0.210027
coco_val2017,base,0.490380
coco_val2017,base,0.407622
coco_val2017,base,0.335345
coco_val2017,base,0.389488
coco_val2017,base,0.498375
coco_val2017,base,0.232539
coco_val2017,base,0.736732
coco_val2017,base,0.612636
coco_val2017,base,0.317511
coco_val2017,base,0.505112
coco_val2017,base,0.477413
coco_val2017,base,0.466877
coco_val2017,base,0.661251
coco_val2017,base,0.443254
coco_val2017,base,0.642197
coco_val2017,base,0.710044
coco_val2017,base,0.211597
coco_val2017,base,0.315611
coco_val2017,base,0.611715
coco_val2017,base,0.310097
coco_val2017,base,0.313874
coco_val2017,base,0.376371
coco_val2017,base,0.442812
coco_val2017,base,0.375547
coco_val2017,base,0.389603
coco_val2017,base,0.239482
coco_val2017,base,0.152472
coco_val2017,base,0.331634
coco_val2017,base,0.654136
coco_val2017,base,0.558510
coco_val2017,base,0.652721
coco_val2017,base,0.451974
coco_val2017,base,0.662887
coco_val2017,base,0.219267
coco_val2017,base,0.232327
coco_val2017,base,0.418261
coco_val2017,base,0.401261
coco_val2017,base,0.275657
coco_val2017,base,0.632741
coco_val2017,base,0.472006
coco_val2017,base,0.134293
coco_val2017,base,0.181590
coco_val2017,base,0.267970
coco_val2017,base,0.299827
coco_val2017,base,0.302692
coco_val2017,base,0.335408
coco_val2017,base,0.688410
coco_val2017,base,0.421234
coco_val2017,base,0.408714
coco_val2017,base,0.430822
coco_val2017,base,0.759552
coco_val2017,base,0.189097
coco_val2017,base,0.685539
coco_val2017,base,0.367723
coco_val2017,base,0.707851
coco_val2017,base,0.757759
coco_val2017,base,0.621256
coco_val2017,base,0.247886
coco_val2017,base,0.490894
coco_val2017,base,0.405372
coco_val2017,base,0.138757
coco_val2017,base,0.639292
coco_val2017,base,0.671806
coco_val2017,base,0.222468
coco_val2017,base,0.707414
coco_val2017,base,0.475465
coco_val2017,base,0.404092
coco_val2017,base,0.685296
coco_val2017,base,0.581958
coco_val2017,base,0.277473
coco_val2017,base,0.526706
coco_val2017,base,0.224542
coco_val2017,base,0.470144
coco_val2017,base,0.493679
coco_val2017,base,0.560247
coco_val2017,base,0.259202
coco_val2017,base,0.514961
coco_val2017,base,0.305077
coco_val2017,base,0.338905
coco_val2017,base,0.490089
coco_val2017,base,0.426429
coco_val2017,base,0.247978
coco_val2017,base,0.240387
coco_val2017,base,0.450000
coco_val2017,base,0.376119
coco_val2017,base,0.342514
coco_val2017,base,0.206902
coco_val2017,base,0.571405
coco_val2017,base,0.357385
coco_val2017,base,0.128605
coco_val2017,base,0.140203
coco_val2017,base,0.246486
coco_val2017,base,0.497540
coco_val2017,base,0.696150
coco_val2017,base,0.616817
coco_val2017,base,0.479740
coco_val2017,base,0.460229
coco_val2017,base,0.446625
coco_val2017,base,0.656960
coco_val2017,base,0.268299
coco_val2017,base,0.682112
coco_val2017,base,0.388087
coco_val2017,base,0.405322
coco_val2017,base,0.582624
coco_val2017,base,0.254859
coco_val2017,base,0.508998
coco_val2017,base,0.260725
coco_val2017,base,0.190974
coco_val2017,base,0.404264
coco_val2017,base,0.684911
coco_val2017,base,0.602994
coco_val2017,base,0.632518
coco_val2017,base,0.406927
coco_val2017,base,0.425203
coco_val2017,base,0.371955
coco_val2017,base,0.315636
coco_val2017,base,0.622850
coco_val2017,base,0.352563
coco_val2017,base,0.354849
coco_val2017,base,0.663497
coco_val2017,base,0.354654
coco_val2017,base,0.638483
coco_val2017,base,0.807770
coco_val2017,base,0.641892
coco_val2017,base,0.353813
coco_val2017,base,0.771820
coco_val2017,base,0.510466
coco_val2017,base,0.296720
coco_val2017,base,0.105661
coco_val2017,base,0.710476
coco_val2017,base,0.569556
coco_val2017,base,0.558069
coco_val2017,base,0.343972
coco_val2017,base,0.325946
coco_val2017,base,0.163263
coco_val2017,base,0.301831
coco_val2017,base,0.696219
coco_val2017,base,0.272649
coco_val2017,base,0.662639
coco_val2017,base,0.342276
coco_val2017,base,0.424681
coco_val2017,base,0.235651
coco_val2017,base,0.476896
coco_val2017,base,0.660146
coco_val2017,base,0.309816
coco_val2017,base,0.221189
coco_val2017,base,0.230523
coco_val2017,base,0.174841
coco_val2017,base,0.310809
coco_val2017,base,0.431427
coco_val2017,base,0.175346
coco_val2017,base,0.527664
coco_val2017,base,0.492080
coco_val2017,base,0.441064
coco_val2017,base,0.318395
coco_val2017,base,0.247350
coco_val2017,base,0.499899
coco_val2017,base,0.500968
coco_val2017,base,0.724548
coco_val2017,base,0.440816
coco_val2017,base,0.300140
coco_val2017,base,0.283167
coco_val2017,base,0.802901
coco_val2017,base,0.321264
coco_val2017,base,0.722407
coco_val2017,base,0.709793
coco_val2017,base,0.134743
coco_val2017,base,0.377687
coco_val2017,base,0.117597
coco_val2017,base,0.476197
coco_val2017,base,0.196933
coco_val2017,base,0.639694
coco_val2017,base,0.255018
coco_val2017,base,0.384971
coco_val2017,base,0.675896
coco_val2017,base,0.337896
coco_val2017,base,0.503270
coco_val2017,base,0.663038
coco_val2017,base,0.620794
coco_val2017,base,0.604141
coco_val2017,base,0.629184
coco_val2017,base,0.675811
coco_val2017,base,0.586660
coco_val2017,base,0.509771
coco_val2017,base,0.611214
coco_val2017,base,0.655403
coco_val2017,base,0.622958
coco_val2017,base,0.663656
coco_val2017,base,0.508858
coco_val2017,base,0.233374
coco_val2017,base,0.456274
coco_val2017,base,0.479602
coco_val2017,base,0.535029
coco_val2017,base,0.346273
coco_val2017,base,0.359069
coco_val2017,base,0.416299
coco_val2017,base,0.577434
coco_val2017,base,0.497398
coco_val2017,base,0.684186
coco_val2017,base,0.445335
coco_val2017,base,0.534503
coco_val2017,base,0.336163
coco_val2017,base,0.312754
coco_val2017,base,0.221044
coco_val2017,base,0.404863
coco_val2017,base,0.521835
coco_val2017,base,0.253555
coco_val2017,base,0.425818
coco_val2017,base,0.295614
coco_val2017,base,0.746631
coco_val2017,base,0.637682
coco_val2017,base,0.166067
coco_val2017,base,0.680207
coco_val2017,base,0.437041
coco_val2017,base,0.450705
coco_val2017,base,0.492184
coco_val2017,base,0.205881
coco_val2017,base,0.647965
coco_val2017,base,0.509473
coco_val2017,base,0.283222
coco_val2017,base,0.178597
coco_val2017,base,0.443722
coco_val2017,base,0.490442
coco_val2017,base,0.698058
coco_val2017,base,0.645541
coco_val2017,base,0.420068
coco_val2017,base,0.532146
coco_val2017,base,0.696094
coco_val2017,base,0.170332
coco_val2017,base,0.645645
coco_val2017,base,0.658218
coco_val2017,base,0.165925
coco_val2017,base,0.447500
coco_val2017,base,0.226781
coco_val2017,base,0.224070
coco_val2017,base,0.632866
coco_val2017,base,0.294636
coco_val2017,base,0.501938
coco_val2017,base,0.191951
coco_val2017,base,0.163858
coco_val2017,base,0.713904
coco_val2017,base,0.126722
coco_val2017,base,0.273613
coco_val2017,base,0.387676
coco_val2017,base,0.367790
coco_val2017,base,0.707355
coco_val2017,base,0.295748
coco_val2017,base,0.275222
coco_val2017,base,0.406107
coco_val2017,base,0.761774
coco_val2017,base,0.507414
coco_val2017,base,0.543173
coco_val2017,base,0.475599
coco_val2017,base,0.576554
coco_val2017,base,0.284424
coco_val2017,base,0.494476
coco_val2017,base,0.690308
coco_val2017,base,0.495113
coco_val2017,base,0.189834
coco_val2017,base,0.626477
coco_val2017,base,0.435686
coco_val2017,base,0.603333
coco_val2017,base,0.505830
coco_val2017,base,0.754173
coco_val2017,base,0.329018
coco_val2017,base,0.286595
coco_val2017,base,0.463900
coco_val2017,base,0.432290
coco_val2017,base,0.316696
coco_val2017,base,0.533151
coco_val2017,base,0.242012
coco_val2017,base,0.576966
coco_val2017,base,0.443437
coco_val2017,base,0.133152
coco_val2017,base,0.250210
coco_val2017,base,0.448005
coco_val2017,base,0.311882
coco_val2017,base,0.244861
coco_val2017,base,0.508517
coco_val2017,base,0.709924
coco_val2017,base,0.376622
coco_val2017,base,0.773616
coco_val2017,base,0.646012
coco_val2017,base,0.479751
coco_val2017,base,0.224848
coco_val2017,base,0.559491
coco_val2017,base,0.675630
coco_val2017,base,0.341904
coco_val2017,base,0.543222
coco_val2017,base,0.451339
coco_val2017,base,0.344214
coco_val2017,base,0.517119
coco_val2017,base,0.643296
coco_val2017,base,0.042508
coco_val2017,base,0.503360
coco_val2017,base,0.701066
coco_val2017,base,0.267198
coco_val2017,base,0.473029
coco_val2017,base,0.675588
coco_val2017,base,0.417169
coco_val2017,base,0.630565
coco_val2017,base,0.181239
coco_val2017,base,0.434469
coco_val2017,base,0.270457
coco_val2017,base,0.196634
coco_val2017,base,0.366189
coco_val2017,base,0.365172
coco_val2017,base,0.434508
coco_val2017,base,0.639517
coco_val2017,base,0.273337
coco_val2017,base,0.364181
coco_val2017,base,0.659697
coco_val2017,base,0.568092
coco_val2017,base,0.686244
coco_val2017,base,0.663961
coco_val2017,base,0.221651
coco_val2017,base,0.569522
coco_val2017,base,0.699963
coco_val2017,base,0.224125
coco_val2017,base,0.455668
coco_val2017,base,0.282702
coco_val2017,base,0.521136
coco_val2017,base,0.512098
coco_val2017,base,0.597850
coco_val2017,base,0.361269
coco_val2017,base,0.421371
coco_val2017,base,0.536045
coco_val2017,base,0.135708
coco_val2017,base,0.647860
coco_val2017,base,0.622886
coco_val2017,base,0.285089
coco_val2017,base,0.649881
coco_val2017,base,0.537629
coco_val2017,base,0.677540
coco_val2017,base,0.474910
coco_val2017,base,0.731053
coco_val2017,base,0.394778
coco_val2017,base,0.310073
coco_val2017,base,0.366744
coco_val2017,base,0.611065
coco_val2017,base,0.212763
coco_val2017,base,0.660246
coco_val2017,base,0.189279
coco_val2017,base,0.743643
coco_val2017,base,0.356114
coco_val2017,base,0.514218
coco_val2017,base,0.379416
coco_val2017,base,0.224588
coco_val2017,base,0.674077
coco_val2017,base,0.310864
coco_val2017,base,0.530483
coco_val2017,base,0.431820
coco_val2017,base,0.351931
coco_val2017,base,0.205349
coco_val2017,base,0.144814
coco_val2017,base,0.676170
coco_val2017,base,0.488792
coco_val2017,base,0.129602
coco_val2017,base,0.182180
coco_val2017,base,0.506609
coco_val2017,base,0.674701
coco_val2017,base,0.586609
coco_val2017,base,0.293085
coco_val2017,base,0.307881
coco_val2017,base,0.419821
coco_val2017,base,0.508682
coco_val2017,base,0.290669
coco_val2017,base,0.354801
coco_val2017,base,0.406894
coco_val2017,base,0.287295
coco_val2017,base,0.581834
coco_val2017,base,0.434360
coco_val2017,base,0.253074
coco_val2017,base,0.612683
coco_val2017,base,0.210856
coco_val2017,base,0.509603
coco_val2017,base,0.524724
coco_val2017,base,0.510408
coco_val2017,base,0.070537
coco_val2017,base,0.357143
coco_val2017,base,0.313085
coco_val2017,base,0.289094
coco_val2017,base,0.429175
coco_val2017,base,0.157603
coco_val2017,base,0.502424
coco_val2017,base,0.260358
coco_val2017,base,0.376990
coco_val2017,repaint,0.740027
coco_val2017,repaint,0.541482
coco_val2017,repaint,0.663230
coco_val2017,repaint,0.429517
coco_val2017,repaint,0.685278
coco_val2017,repaint,0.542691
coco_val2017,repaint,0.696793
coco_val2017,repaint,0.627293
coco_val2017,repaint,0.274832
coco_val2017,repaint,0.514488
coco_val2017,repaint,0.121687
coco_val2017,repaint,0.573980
coco_val2017,repaint,0.549896
coco_val2017,repaint,0.455015
coco_val2017,repaint,0.495383
coco_val2017,repaint,0.769872
coco_val2017,repaint,0.663081
coco_val2017,repaint,0.565324
coco_val2017,repaint,0.690322
coco_val2017,repaint,0.776284
coco_val2017,repaint,0.614868
coco_val2017,repaint,0.315268
coco_val2017,repaint,0.464730
coco_val2017,repaint,0.683002
coco_val2017,repaint,0.437921
coco_val2017,repaint,0.447131
coco_val2017,repaint,0.277549
coco_val2017,repaint,0.628628
coco_val2017,repaint,0.490726
coco_val2017,repaint,0.249258
coco_val2017,repaint,0.469237
coco_val2017,repaint,0.535084
coco_val2017,repaint,0.190611
coco_val2017,repaint,0.713258
coco_val2017,repaint,0.726489
coco_val2017,repaint,0.627877
coco_val2017,repaint,0.548664
coco_val2017,repaint,0.668582
coco_val2017,repaint,0.484864
coco_val2017,repaint,0.134796
coco_val2017,repaint,0.435411
coco_val2017,repaint,0.460476
coco_val2017,repaint,0.226565
coco_val2017,repaint,0.759299
coco_val2017,repaint,0.585206
coco_val2017,repaint,0.479949
coco_val2017,repaint,0.430019
coco_val2017,repaint,0.689932
coco_val2017,repaint,0.483083
coco_val2017,repaint,0.335013
coco_val2017,repaint,0.761889
coco_val2017,repaint,0.638446
coco_val2017,repaint,0.682808
coco_val2017,repaint,0.167354
coco_val2017,repaint,0.151195
coco_val2017,repaint,0.472812
coco_val2017,repaint,0.598944
coco_val2017,repaint,0.790735
coco_val2017,repaint,0.784737
coco_val2017,repaint,0.675816
coco_val2017,repaint,0.321814
coco_val2017,repaint,0.327235
coco_val2017,repaint,0.705189
coco_val2017,repaint,0.863621
coco_val2017,repaint,0.731075
coco_val2017,repaint,0.615091
coco_val2017,repaint,0.687343
coco_val2017,repaint,0.205640
coco_val2017,repaint,0.540370
coco_val2017,repaint,0.259835
coco_val2017,repaint,0.262722
coco_val2017,repaint,0.597003
coco_val2017,repaint,0.835556
coco_val2017,repaint,0.536596
coco_val2017,repaint,0.441569
coco_val2017,repaint,0.724247
coco_val2017,repaint,0.670140
coco_val2017,repaint,0.221399
coco_val2017,repaint,0.510199
coco_val2017,repaint,0.331281
coco_val2017,repaint,0.522086
coco_val2017,repaint,0.224275
coco_val2017,repaint,0.426235
coco_val2017,repaint,0.514727
coco_val2017,repaint,0.260638
coco_val2017,repaint,0.678434
coco_val2017,repaint,0.582374
coco_val2017,repaint,0.653336
coco_val2017,repaint,0.620658
coco_val2017,repaint,0.257362
coco_val2017,repaint,0.475493
coco_val2017,repaint,0.522679
coco_val2017,repaint,0.753777
coco_val2017,repaint,0.752853
coco_val2017,repaint,0.529269
coco_val2017,repaint,0.321677
coco_val2017,repaint,0.373841
coco_val2017,repaint,0.714906
coco_val2017,repaint,0.457477
coco_val2017,repaint,0.520563
coco_val2017,repaint,0.802425
coco_val2017,repaint,0.666668
coco_val2017,repaint,0.549560
coco_val2017,repaint,0.264025
coco_val2017,repaint,0.225206
coco_val2017,repaint,0.648974
coco_val2017,repaint,0.735236
coco_val2017,repaint,0.286188
coco_val2017,repaint,0.676806
coco_val2017,repaint,0.496706
coco_val2017,repaint,0.949034
coco_val2017,repaint,0.191117
coco_val2017,repaint,0.334933
coco_val2017,repaint,0.734386
coco_val2017,repaint,0.642176
coco_val2017,repaint,0.803440
coco_val2017,repaint,0.614191
coco_val2017,repaint,0.523726
coco_val2017,repaint,0.285796
coco_val2017,repaint,0.483706
coco_val2017,repaint,0.295028
coco_val2017,repaint,0.423755
coco_val2017,repaint,0.585275
coco_val2017,repaint,0.680152
coco_val2017,repaint,0.713292
coco_val2017,repaint,0.917576
coco_val2017,repaint,0.695228
coco_val2017,repaint,0.610538
coco_val2017,repaint,0.146984
coco_val2017,repaint,0.573384
coco_val2017,repaint,0.263456
coco_val2017,repaint,0.648362
coco_val2017,repaint,0.414066
coco_val2017,repaint,0.709820
coco_val2017,repaint,0.422785
coco_val2017,repaint,0.586258
coco_val2017,repaint,0.505862
coco_val2017,repaint,0.778227
coco_val2017,repaint,0.487032
coco_val2017,repaint,0.590322
coco_val2017,repaint,0.214957
coco_val2017,repaint,0.239036
coco_val2017,repaint,0.621112
coco_val2017,repaint,0.618226
coco_val2017,repaint,0.640930
coco_val2017,repaint,0.481837
coco_val2017,repaint,0.242966
coco_val2017,repaint,0.311270
coco_val2017,repaint,0.617269
coco_val2017,repaint,0.737681
coco_val2017,repaint,0.541693
coco_val2017,repaint,0.648921
coco_val2017,repaint,0.358135
coco_val2017,repaint,0.458121
coco_val2017,repaint,0.721191
coco_val2017,repaint,0.733362
coco_val2017,repaint,0.756940
coco_val2017,repaint,0.219106
coco_val2017,repaint,0.601733
coco_val2017,repaint,0.494923
coco_val2017,repaint,0.332834
coco_val2017,repaint,0.701619
coco_val2017,repaint,0.386223
coco_val2017,repaint,0.754306
coco_val2017,repaint,0.709380
coco_val2017,repaint,0.667980
coco_val2017,repaint,0.298762
coco_val2017,repaint,0.827391
coco_val2017,repaint,0.291401
coco_val2017,repaint,0.782048
coco_val2017,repaint,0.446732
coco_val2017,repaint,0.222823
coco_val2017,repaint,0.745204
coco_val2017,repaint,0.795524
coco_val2017,repaint,0.680363
coco_val2017,repaint,0.693238
coco_val2017,repaint,0.375411
coco_val2017,repaint,0.442298
coco_val2017,repaint,0.465718
coco_val2017,repaint,0.611286
coco_val2017,repaint,0.338338
coco_val2017,repaint,0.238245
